onset	text	duration
63.18	source	0.3299999999999983
63.51	of	0.12000000000000455
63.63	healthcare	0.6000000000000014
64.62	And	0.1799999999999926
64.8	with	0.15000000000000568
64.95	dr	0.35999999999999943
65.31	Torson	0.480000000000004
65.79	leaving	0.44999999999998863
66.54	the	0.1799999999999926
66.72	nonprofit	0.6599999999999966
67.38	was	0.18000000000000682
67.56	threatening	0.5099999999999909
68.07	to	0.12000000000000455
68.19	close	0.29999999999999716
68.49	it	0.12000000000000455
68.61	down	0.480000000000004
69.42	unless	0.35999999999999943
69.78	a	0.09000000000000341
69.87	replacement	0.5699999999999932
70.44	doctor	0.29999999999999716
70.74	could	0.18000000000000682
70.92	be	0.09000000000000341
71.01	found	0.3299999999999983
71.34	immediately	0.5999999999999943
73.08	Even	0.29999999999999716
73.38	if	0.12000000000000455
73.5	Carmen	0.4200000000000017
73.92	could	0.20999999999999375
74.13	spare	0.35999999999999943
74.49	a	0.060000000000002274
74.55	couple	0.29999999999999716
74.85	of	0.12000000000000455
74.97	months	0.45000000000000284
75.69	it	0.15000000000000568
75.84	would	0.14999999999999147
75.99	be	0.12000000000000455
76.11	an	0.09000000000000341
76.2	enormous	0.45000000000000284
76.65	help	0.35999999999999943
77.94	Dr	0.3299999999999983
78.27	Torson	0.5100000000000051
78.78	wrote	0.3299999999999983
79.62	it	0.20999999999999375
79.83	breaks	0.29999999999999716
80.13	my	0.18000000000000682
80.31	heart	0.3299999999999983
80.64	to	0.09000000000000341
80.73	leave	0.20999999999999375
80.94	this	0.21000000000000796
81.15	place	0.44999999999998863
81.93	but	0.1799999999999926
82.11	I	0.12000000000000455
82.23	really	0.269999999999996
82.5	hope	0.20999999999999375
82.71	you	0.15000000000000568
82.86	consider	0.4200000000000017
83.28	coming	0.29999999999999716
83.58	to	0.15000000000000568
83.73	work	0.23999999999999488
83.97	here	0.23999999999999488
84.69	I	0.12000000000000455
84.81	think	0.269999999999996
85.08	you	0.09000000000000341
85.17	would	0.12000000000000455
85.29	find	0.23999999999999488
85.53	it	0.09000000000000341
85.62	very	0.29999999999999716
85.92	rewarding	0.5699999999999932
88.83	Later	0.29999999999999716
89.13	that	0.2400000000000091
89.37	night	0.29999999999999716
89.7	Carmen	0.39000000000000057
90.09	thought	0.23999999999999488
90.33	it	0.09000000000000341
90.42	over	0.3299999999999983
91.53	There	0.1799999999999926
91.71	was	0.15000000000000568
91.86	little	0.23999999999999488
92.1	tying	0.35999999999999943
92.46	her	0.18000000000000682
92.64	to	0.15000000000000568
92.79	Chicago	0.5699999999999932
93.99	She	0.21000000000000796
94.2	had	0.1799999999999926
94.38	friends	0.6000000000000085
95.19	a	0.09000000000000341
95.28	house	0.5100000000000051
95.91	her	0.21000000000000796
96.12	Sunday	0.35999999999999943
96.48	morning	0.35999999999999943
96.84	tennis	0.3299999999999983
97.17	game	0.39000000000000057
98.13	but	0.18000000000000682
98.31	all	0.20999999999999375
98.52	of	0.060000000000002274
98.58	that	0.18000000000000682
98.76	would	0.14999999999999147
98.91	be	0.12000000000000455
99.03	there	0.1799999999999926
99.21	when	0.18000000000000682
99.39	she	0.15000000000000568
99.54	got	0.23999999999999488
99.78	back	0.39000000000000057
100.95	besides	0.6599999999999966
101.7	it	0.1799999999999926
101.88	was	0.15000000000000568
102.03	November	0.5699999999999932
103.05	And	0.21000000000000796
103.26	the	0.05999999999998806
103.32	thought	0.2400000000000091
103.56	of	0.09000000000000341
103.65	the	0.0899999999999892
103.74	upcoming	0.5100000000000051
104.25	winter	0.4200000000000017
104.67	was	0.23999999999999488
104.91	enough	0.27000000000001023
105.18	to	0.11999999999999034
105.3	make	0.21000000000000796
105.51	a	0.05999999999998806
105.57	few	0.18000000000000682
105.75	months	0.4200000000000017
106.2	in	0.14999999999999147
106.35	the	0.060000000000002274
106.41	rainforest	0.7199999999999989
107.13	sound	0.4200000000000017
107.55	pretty	0.29999999999999716
107.85	appealing	0.45000000000000284
109.32	She	0.21000000000000796
109.53	reached	0.3299999999999983
109.86	for	0.15000000000000568
110.01	her	0.11999999999999034
110.13	laptop	0.5400000000000063
110.7	and	0.1799999999999926
110.88	quickly	0.35999999999999943
111.24	typed	0.30000000000001137
111.54	her	0.0899999999999892
111.63	response	0.6300000000000097
112.56	hitting	0.3299999999999983
112.89	sin	0.35999999999999943
113.28	Before	0.29999999999999716
113.58	she	0.18000000000000682
113.76	could	0.14999999999999147
113.91	change	0.29999999999999716
114.21	her	0.12000000000000455
114.33	mind	0.35999999999999943
116.85	A	0.09000000000000341
116.94	week	0.2400000000000091
117.18	later	0.44999999999998863
117.87	Carmen	0.39000000000000057
118.26	was	0.11999999999999034
118.38	boarding	0.35999999999999943
118.74	her	0.12000000000000455
118.86	plane	0.3299999999999983
119.19	at	0.09000000000000341
119.28	the	0.09000000000000341
119.37	Chicago	0.47999999999998977
119.85	airport	0.480000000000004
120.66	She	0.18000000000000682
120.84	was	0.11999999999999034
120.96	both	0.27000000000001023
121.23	nervous	0.45000000000000284
121.71	and	0.21000000000000796
121.92	excited	0.5699999999999932
123.69	after	0.3299999999999983
124.02	a	0.09000000000000341
124.11	layover	0.5100000000000051
124.62	in	0.1799999999999926
124.8	Lima	0.39000000000000057
125.73	It	0.1799999999999926
125.91	was	0.12000000000000455
126.03	a	0.060000000000002274
126.09	short	0.3299999999999983
126.42	flight	0.3299999999999983
126.75	to	0.12000000000000455
126.87	Porto	0.39000000000000057
127.26	Maldonado	0.7799999999999869
128.4	a	0.09000000000000341
128.49	small	0.3299999999999841
128.82	town	0.3300000000000125
129.15	at	0.12000000000000455
129.27	the	0.060000000000002274
129.33	edge	0.23999999999998067
129.57	of	0.12000000000000455
129.69	the	0.060000000000002274
129.75	Amazon	0.47999999999998977
130.23	jungle	0.45000000000001705
131.67	As	0.18000000000000682
131.85	the	0.060000000000002274
131.91	plane	0.30000000000001137
132.21	started	0.4199999999999875
132.63	to	0.15000000000000568
132.78	descend	0.6299999999999955
133.8	Carmen	0.539999999999992
134.37	looked	0.29999999999998295
134.67	down	0.3300000000000125
135.03	eagerly	0.5099999999999909
135.54	at	0.18000000000000682
135.72	the	0.060000000000002274
135.78	landscape	0.5699999999999932
136.35	below	0.3900000000000148
137.13	a	0.12000000000000455
137.25	carpet	0.47999999999998977
137.73	of	0.12000000000000455
137.85	blue	0.21000000000000796
138.06	green	0.3299999999999841
138.39	trees	0.5100000000000193
138.9	with	0.21000000000000796
139.11	a	0.05999999999997385
139.17	Brown	0.3300000000000125
139.5	river	0.27000000000001023
139.77	snaking	0.44999999999998863
140.22	through	0.21000000000000796
140.43	it	0.18000000000000682
141.33	It	0.14999999999997726
141.48	looked	0.21000000000000796
141.69	beautiful	0.5099999999999909
142.56	and	0.18000000000000682
142.74	completely	0.5099999999999909
143.25	wild	0.47999999999998977
145.11	Stepping	0.44999999999998863
145.56	out	0.18000000000000682
145.74	onto	0.23999999999998067
145.98	the	0.09000000000000341
146.07	runway	0.5100000000000193
146.73	A	0.09000000000000341
146.82	blast	0.4200000000000159
147.24	of	0.09000000000000341
147.33	steamy	0.44999999999998863
147.81	air	0.27000000000001023
148.08	hit	0.23999999999998067
148.32	Carmen's	0.4200000000000159
148.74	face	0.4199999999999875
149.58	filling	0.38999999999998636
149.97	her	0.15000000000000568
150.12	mouth	0.3299999999999841
150.48	and	0.15000000000000568
150.63	nostrils	0.6299999999999955
151.83	Whoa	0.38999999999998636
152.22	She	0.27000000000001023
152.49	thought	0.29999999999998295
153.15	welcome	0.47999999999998977
153.63	to	0.12000000000000455
153.75	the	0.09000000000000341
153.84	jungle	0.44999999999998863
155.7	inside	0.5100000000000193
156.21	the	0.060000000000002274
156.27	tiny	0.4199999999999875
156.69	airport	0.44999999999998863
157.14	terminal	0.4800000000000182
157.86	a	0.08999999999997499
157.95	man	0.36000000000001364
158.31	stood	0.38999999999998636
158.73	clutching	0.4200000000000159
159.15	a	0.060000000000002274
159.21	piece	0.2699999999999818
159.48	of	0.09000000000000341
159.57	paper	0.3300000000000125
159.9	with	0.15000000000000568
160.05	Carmen's	0.38999999999998636
160.44	name	0.27000000000001023
160.71	on	0.1799999999999784
160.89	it	0.12000000000000455
161.64	Antonio	0.6900000000000261
162.33	the	0.14999999999997726
162.48	man	0.2400000000000091
162.72	said	0.3900000000000148
163.23	pointing	0.36000000000001364
163.59	at	0.12000000000000455
163.71	his	0.15000000000000568
163.86	chest	0.44999999999998863
165.15	He	0.15000000000000568
165.3	motioned	0.38999999999998636
165.69	for	0.15000000000000568
165.84	Carmen	0.3299999999999841
166.17	to	0.12000000000000455
166.29	follow	0.27000000000001023
166.56	him	0.27000000000001023
167.55	They	0.14999999999997726
167.7	walked	0.3300000000000125
168.03	out	0.15000000000000568
168.18	of	0.12000000000000455
168.3	the	0.08999999999997499
168.39	terminal	0.5100000000000193
168.96	and	0.15000000000000568
169.11	Carmen	0.3599999999999852
169.47	was	0.15000000000000568
169.62	once	0.29999999999998295
169.92	again	0.36000000000001364
170.28	hit	0.27000000000001023
170.55	by	0.14999999999997726
170.7	a	0.09000000000000341
170.79	wave	0.3300000000000125
171.12	of	0.12000000000000455
171.24	humid	0.4199999999999875
171.66	air	0.3300000000000125
172.71	Antonio	0.5099999999999909
173.22	led	0.27000000000001023
173.49	her	0.3299999999999841
173.91	to	0.18000000000000682
174.09	a	0.18000000000000682
174.27	rundown	0.5099999999999909
174.78	motorcycle	0.5999999999999943
175.38	with	0.18000000000000682
175.56	a	0.09000000000000341
175.65	seat	0.29999999999998295
175.95	attached	0.4200000000000159
176.37	to	0.09000000000000341
176.46	the	0.09000000000000341
176.55	back	0.38999999999998636
177.45	Carmen	0.3900000000000148
177.84	set	0.2400000000000091
178.08	down	0.2699999999999818
178.35	apprehensively	0.9000000000000057
179.95	But	0.18000000000000682
180.13	once	0.27000000000001023
180.4	Antonio	0.5099999999999909
180.91	started	0.3900000000000148
181.3	driving	0.47999999999998977
181.84	the	0.15000000000000568
181.99	breeze	0.3299999999999841
182.32	felt	0.27000000000001023
182.59	wonderful	0.5099999999999909
183.1	against	0.3300000000000125
183.43	Carmen	0.3599999999999852
183.79	skin	0.45000000000001705
185.62	The	0.15000000000000568
185.77	main	0.2699999999999818
186.04	road	0.3300000000000125
186.37	through	0.21000000000000796
186.58	the	0.14999999999997726
186.73	town	0.4800000000000182
187.33	was	0.2699999999999818
187.6	full	0.21000000000000796
187.81	of	0.09000000000000341
187.9	sights	0.3599999999999852
188.26	and	0.12000000000000455
188.38	sounds	0.539999999999992
189.49	children	0.47999999999998977
189.97	darted	0.3900000000000148
190.36	between	0.3599999999999852
190.72	the	0.060000000000002274
190.78	vehicles	0.5999999999999943
191.71	women	0.3299999999999841
192.04	in	0.15000000000000568
192.19	flipflops	0.6599999999999966
192.85	carrying	0.36000000000001364
193.21	huge	0.2699999999999818
193.48	baskets	0.5100000000000193
193.99	of	0.12000000000000455
194.11	goods	0.4199999999999875
195.31	Street	0.3599999999999852
195.67	vendors	0.45000000000001705
196.12	sold	0.2699999999999818
196.39	giant	0.3300000000000125
196.72	tropical	0.47999999999998977
197.2	fruits	0.36000000000001364
197.56	that	0.18000000000000682
197.74	Carmen	0.38999999999998636
198.13	could	0.18000000000000682
198.31	not	0.18000000000000682
198.49	name	0.3599999999999852
199.87	Soon	0.47999999999998977
200.41	Antonio	0.5699999999999932
200.98	turned	0.3900000000000148
201.37	onto	0.29999999999998295
201.67	a	0.060000000000002274
201.73	side	0.30000000000001137
202.03	street	0.3599999999999852
202.45	which	0.2400000000000091
202.69	led	0.27000000000001023
202.96	down	0.23999999999998067
203.2	to	0.18000000000000682
203.38	a	0.09000000000000341
203.47	river	0.3900000000000148
204.64	There	0.3300000000000125
204.97	a	0.09000000000000341
205.06	boat	0.3299999999999841
205.39	was	0.18000000000000682
205.57	waiting	0.36000000000001364
205.93	to	0.12000000000000455
206.05	take	0.23999999999998067
206.29	her	0.12000000000000455
206.41	on	0.12000000000000455
206.53	the	0.060000000000002274
206.59	final	0.3299999999999841
206.92	leg	0.21000000000000796
207.13	of	0.15000000000000568
207.28	the	0.12000000000000455
207.4	journey	0.38999999999998636
208.09	to	0.12000000000000455
208.21	the	0.09000000000000341
208.3	remote	0.3599999999999852
208.66	village	0.47999999999998977
210.37	Once	0.29999999999998295
210.67	Carmen	0.3900000000000148
211.06	and	0.15000000000000568
211.21	her	0.15000000000000568
211.36	suitcase	0.539999999999992
211.9	were	0.15000000000000568
212.05	safely	0.4199999999999875
212.47	inside	0.36000000000001364
212.83	the	0.05999999999997385
212.89	boat	0.30000000000001137
213.37	The	0.15000000000000568
213.52	driver	0.3599999999999852
213.88	set	0.2400000000000091
214.12	off	0.21000000000000796
214.33	on	0.14999999999997726
214.48	the	0.09000000000000341
214.57	river	0.3300000000000125
215.77	By	0.1799999999999784
215.95	this	0.21000000000000796
216.16	time	0.30000000000001137
216.46	the	0.09000000000000341
216.55	sun	0.23999999999998067
216.79	was	0.15000000000000568
216.94	setting	0.4200000000000159
217.6	and	0.21000000000000796
217.81	Carmen	0.3599999999999852
218.17	swatted	0.4200000000000159
218.59	away	0.2400000000000091
218.83	mosquitoes	0.75
219.58	As	0.1799999999999784
219.76	the	0.060000000000002274
219.82	driver	0.4200000000000159
220.24	whistled	0.38999999999998636
220.63	to	0.15000000000000568
220.78	himself	0.47999999999998977
222.19	the	0.15000000000000568
222.34	water	0.21000000000000796
222.55	was	0.1799999999999784
222.73	calm	0.5400000000000205
223.42	The	0.21000000000000796
223.63	air	0.27000000000001023
223.9	still	0.539999999999992
225.13	Carmen	0.36000000000001364
225.49	suddenly	0.3599999999999852
225.85	felt	0.27000000000001023
226.12	very	0.2400000000000091
226.36	far	0.2699999999999818
226.63	from	0.21000000000000796
226.84	everything	0.5999999999999943
227.44	and	0.18000000000000682
227.62	everyone	0.539999999999992
228.16	she	0.18000000000000682
228.34	knew	0.3299999999999841
230.26	after	0.3300000000000125
230.59	what	0.18000000000000682
230.77	felt	0.29999999999998295
231.07	like	0.18000000000000682
231.25	a	0.060000000000002274
231.31	very	0.27000000000001023
231.58	long	0.29999999999998295
231.88	time	0.45000000000001705
232.69	The	0.18000000000000682
232.87	driver	0.38999999999998636
233.29	turned	0.27000000000001023
233.56	the	0.09000000000000341
233.65	boat	0.2699999999999818
233.92	toward	0.3300000000000125
234.25	shore	0.38999999999998636
235.78	She	0.2400000000000091
236.02	wondered	0.3599999999999852
236.38	how	0.18000000000000682
236.56	he	0.12000000000000455
236.68	had	0.15000000000000568
236.83	recognized	0.5999999999999943
237.43	their	0.12000000000000455
237.55	destination	0.7800000000000011
238.75	There	0.15000000000000568
238.9	was	0.18000000000000682
239.08	no	0.14999999999997726
239.23	sign	0.30000000000001137
239.53	of	0.09000000000000341
239.62	civilization	0.7800000000000011
240.4	anywhere	0.44999999999998863
242.08	Carmen	0.38999999999998636
242.47	climbed	0.4199999999999875
242.89	awkwardly	0.6000000000000227
243.49	onto	0.3599999999999852
243.85	the	0.12000000000000455
243.97	muddy	0.27000000000001023
244.24	river	0.2699999999999818
244.51	bank	0.4200000000000159
245.17	trying	0.3300000000000125
245.5	to	0.12000000000000455
245.62	keep	0.2400000000000091
245.86	her	0.14999999999997726
246.01	balance	0.5400000000000205
246.55	in	0.14999999999997726
246.7	the	0.09000000000000341
246.79	fading	0.36000000000001364
247.15	light	0.29999999999998295
248.26	just	0.3900000000000148
248.65	as	0.12000000000000455
248.77	she	0.20999999999997954
248.98	managed	0.5400000000000205
249.52	to	0.11999999999997613
249.64	lift	0.27000000000001023
249.91	her	0.12000000000000455
250.03	suitcase	0.6599999999999966
250.69	up	0.21000000000000796
250.93	beside	0.38999999999998636
251.32	her	0.27000000000001023
251.95	she	0.2400000000000091
252.19	looked	0.30000000000001137
252.49	out	0.23999999999998067
252.73	over	0.3900000000000148
253.12	her	0.15000000000000568
253.27	shoulder	0.4199999999999875
253.69	to	0.15000000000000568
253.84	see	0.18000000000000682
254.02	the	0.09000000000000341
254.11	driver	0.45999999999997954
254.62	was	0.21000000000000796
254.83	already	0.44999999999998863
255.28	motoring	0.44999999999998863
255.73	back	0.27000000000001023
256.0	up	0.14999999999997726
256.15	the	0.12000000000000455
256.27	river	0.3300000000000409
257.2	Wait	0.38999999999998636
257.74	she	0.2400000000000091
257.98	called	0.2999999999999545
258.28	out	0.2400000000000091
258.55	alarmed	0.5099999999999909
259.51	Where	0.18000000000000682
259.69	do	0.14999999999997726
259.84	I	0.09000000000003183
259.93	go	0.20999999999997954
260.14	from	0.2400000000000091
260.38	here	0.36000000000001364
261.76	Her	0.18000000000000682
261.94	voice	0.30000000000001137
262.24	was	0.18000000000000682
262.42	drowned	0.38999999999998636
262.81	out	0.2400000000000091
263.05	by	0.14999999999997726
263.2	the	0.12000000000000455
263.32	buzzing	0.4800000000000182
263.86	of	0.12000000000000455
263.98	insects	0.6899999999999977
264.7	and	0.18000000000000682
264.88	rushing	0.4800000000000182
265.36	of	0.18000000000000682
265.54	the	0.12000000000000455
265.66	river	0.3299999999999841
267.07	She	0.18000000000000682
267.25	looked	0.2699999999999818
267.52	around	0.4500000000000455
268.66	nothing	0.44999999999998863
269.11	but	0.2400000000000091
269.35	dense	0.47999999999996135
269.89	shadowy	0.5400000000000205
270.43	forest	0.6299999999999955
272.23	just	0.3599999999999568
272.59	as	0.09000000000003183
272.68	she	0.14999999999997726
272.83	was	0.1500000000000341
272.98	about	0.2999999999999545
273.28	to	0.09000000000003183
273.37	panic	0.44999999999998863
274.03	She	0.21000000000003638
274.24	heard	0.20999999999997954
274.45	footsteps	0.6299999999999955
275.08	from	0.2400000000000091
275.32	within	0.3299999999999841
275.65	the	0.09000000000003183
275.74	brush	0.4200000000000159
277.51	A	0.09000000000003183
277.6	man	0.2699999999999818
277.87	emerged	0.4200000000000159
278.29	from	0.20999999999997954
278.5	the	0.08999999999997499
278.59	trees	0.36000000000001364
278.95	holding	0.3299999999999841
279.28	a	0.060000000000002274
279.34	lantern	0.5100000000000477
280.51	When	0.21000000000003638
280.72	he	0.08999999999997499
280.81	saw	0.2699999999999818
281.11	Carmen	0.5099999999999909
281.77	he	0.1500000000000341
281.92	smiled	0.4199999999999591
282.34	broadly	0.4500000000000455
283.54	Hello	0.2699999999999818
283.81	dr	0.38999999999998636
284.2	Carmen	0.38999999999998636
284.59	He	0.21000000000003638
284.8	said	0.38999999999998636
285.82	I'm	0.30000000000001137
286.12	one	0.38999999999998636
286.96	one	0.3300000000000409
287.29	tourists	0.5699999999999932
288.58	We	0.18000000000000682
288.76	thank	0.2699999999999818
289.03	you	0.09000000000003183
289.12	very	0.2699999999999818
289.39	much	0.21000000000003638
289.6	for	0.17999999999994998
289.78	coming	0.30000000000001137
290.08	to	0.12000000000000455
290.2	serve	0.27000000000003865
290.47	our	0.1199999999999477
290.59	village	0.5100000000000477
292.03	though	0.18000000000000682
292.21	He	0.12000000000000455
292.33	spoke	0.3300000000000409
292.66	with	0.14999999999997726
292.81	a	0.060000000000002274
292.87	heavy	0.2699999999999818
293.14	accent	0.4800000000000182
293.65	His	0.21000000000003638
293.86	English	0.36000000000001364
294.22	was	0.17999999999994998
294.4	very	0.27000000000003865
294.67	good	0.2699999999999818
296.05	with	0.2400000000000091
296.29	a	0.060000000000002274
296.35	sigh	0.23999999999995225
296.59	of	0.09000000000003183
296.68	relief	0.5099999999999909
297.34	Carmen	0.4200000000000159
297.76	smiled	0.44999999999998863
298.21	and	0.12000000000000455
298.33	took	0.2400000000000091
298.57	his	0.1500000000000341
298.72	hand	0.38999999999998636
300.43	One	0.30000000000001137
300.73	led	0.2400000000000091
300.97	her	0.1199999999999477
301.09	down	0.3900000000000432
301.51	a	0.12000000000000455
301.63	narrow	0.3299999999999841
301.96	path	0.36000000000001364
302.35	through	0.20999999999997954
302.56	the	0.12000000000000455
302.68	forest	0.5099999999999909
303.97	Carmen	0.38999999999998636
304.36	struggled	0.4199999999999591
304.78	to	0.09000000000003183
304.87	keep	0.2699999999999818
305.14	up	0.18000000000000682
305.35	tugging	0.3299999999999841
305.68	her	0.14999999999997726
305.83	suitcase	0.5699999999999932
306.43	over	0.2400000000000091
306.67	the	0.12000000000000455
306.79	uneven	0.5099999999999909
307.3	ground	0.44999999999998863
308.71	Soon	0.5100000000000477
309.25	they	0.14999999999997726
309.4	emerged	0.4800000000000182
309.88	into	0.30000000000001137
310.18	a	0.08999999999997499
310.27	clearing	0.4800000000000182
311.32	It	0.18000000000000682
311.5	was	0.12000000000000455
311.62	nearly	0.3299999999999841
311.95	pitch	0.27000000000003865
312.22	black	0.3299999999999841
312.55	now	0.3299999999999841
313.3	but	0.18000000000000682
313.48	Carmen	0.3299999999999841
313.81	could	0.14999999999997726
313.96	make	0.21000000000003638
314.17	out	0.14999999999997726
314.32	the	0.060000000000002274
314.38	shapes	0.4200000000000159
314.8	of	0.12000000000000455
314.92	huts	0.38999999999998636
315.34	with	0.2400000000000091
315.58	batched	0.5400000000000205
316.12	rooves	0.5400000000000205
317.71	One	0.3300000000000409
318.1	ushered	0.3299999999999841
318.43	her	0.14999999999997726
318.58	towards	0.30000000000001137
318.88	one	0.18000000000000682
319.06	of	0.12000000000000455
319.18	them	0.2400000000000091
320.2	inside	0.5099999999999909
320.71	were	0.18000000000000682
320.89	a	0.060000000000002274
320.95	few	0.2400000000000091
321.19	simple	0.36000000000001364
321.55	pieces	0.47999999999996135
322.03	of	0.18000000000000682
322.21	wooden	0.30000000000001137
322.51	furniture	0.5400000000000205
323.53	a	0.12000000000000455
323.65	bed	0.2400000000000091
323.89	frame	0.38999999999998636
324.28	covered	0.3900000000000432
324.67	by	0.14999999999997726
324.82	a	0.09000000000003183
324.91	thin	0.23999999999995225
325.15	mattress	0.57000000000005
325.75	and	0.14999999999997726
325.9	a	0.060000000000002274
325.96	small	0.30000000000001137
326.26	table	0.4200000000000159
327.22	The	0.14999999999997726
327.37	floor	0.2699999999999818
327.64	was	0.1500000000000341
327.79	packed	0.3599999999999568
328.15	Dirt	0.36000000000001364
329.41	one	0.47999999999996135
329.92	put	0.18000000000000682
330.1	the	0.08999999999997499
330.19	lantern	0.4200000000000159
330.61	on	0.08999999999997499
330.7	the	0.09000000000003183
330.79	table	0.4199999999999591
332.35	You	0.14999999999997726
332.5	must	0.2699999999999818
332.77	be	0.09000000000003183
332.86	very	0.2699999999999818
333.13	tired	0.36000000000001364
333.49	from	0.18000000000000682
333.67	the	0.08999999999997499
333.76	journey	0.36000000000001364
334.12	he	0.18000000000000682
334.3	said	0.3299999999999841
335.11	you	0.14999999999997726
335.26	should	0.2400000000000091
335.5	rest	0.30000000000001137
335.8	Now	0.3299999999999841
336.76	we	0.1500000000000341
336.91	will	0.14999999999997726
337.06	see	0.20999999999997954
337.27	each	0.1500000000000341
337.42	other	0.2400000000000091
337.66	tomorrow	0.47999999999996135
338.74	He	0.14999999999997726
